sentence,labels,graph_affinity
in going to see why,0,0.91105795
my birches pop that pussypop that gum and pop pills,1,0.8807064
my blue flag write nd a bitch blowing me like play bagpipes,1,0.91534674
my boy ryanbowersob got the hoes now,1,0.8965228
my brother doesn know what american horror story is  bitch you lame ass fuck,1,0.8683222
my brother is a fucking hussy,1,0.91093683
my car so wet my bitch so wet when i drive i car pool,1,0.85865706
in going to kill you,1,0.9999795
connais,0,0.8460294
a dog can be made human if he tries but a student never becomes human,0,0.8492708
in not going to tell you,0,0.99515045
the no means the wars steam,0,0.86002904
the representative of the laughing stock can speak whose kitchen has gold,0,0.8883502
i am not going to say anything about the situation,0,0.91979104
it manstagram when i make the paper ball into the trash can,0,0.9054783
it marcacaputo breaking charlie wrist files emergency motion for a sullivan,0,0.8962927
it mari be means before anything else i always thought it was a hetty word for babe,0,0.8902065
it marywcvb still waiting for charlie baker to take the stage in swampscott cab,0,0.86641884
it mattsimonson comes teeth are quite yellow wbdyllon,0,0.882439
it mattykem my favorite sharp is megaldon my least favorite is a mud sharp they are the worst,0,0.84667796
it clydefadeall ply dont tell nobody bitch i know you got a manual i aunt on tell nobody,1,0.8588724
it cocomilan mestulast this bitch gotdamnchat aunt got a bit of sense malo,1,0.8555342
it cobenotkobe all hoes lie,1,0.87740266
it cocainepapii if you dont make her go to sleep after all tucked then your pipe game trash,1,0.87291527
it cockybelichick time for the comeback hussies kisstherings,1,0.8711997
it modeled you gutta know the difference between a good girl and good hussy,1,0.88934344
it coffybrownchi if he dont believe you no refund he,1,0.898162
your making a movie,0,0.9109868
i love to see these plays,0,0.9173311
you are not,0,0.91302097
the first is the fatty,0,0.9338459
this is a movie video screen can anyone please tell me,0,0.9026722
dont give anyone a child like you,0,0.8894782
where was the shooting what the name of the place,0,0.87170446
i saw the other pictures it was good,0,0.9038464
the mother of the child of the mother of the child,1,0.85848856
in not going to say anything,0,0.98066777
i need to get some hot eggs,0,0.91603106
you want to kill these animals,1,0.899042
the pigs baby should be passed off,1,0.8809258
he was so excited to see the guy,0,0.8896535
this son of a bitch is not born and lets go,1,0.8581711
sir i love you,0,0.9102564
sir you are spreading gossip sir your gossip committee members,1,0.8719824
i want to see you crazy,1,0.9076828
i searched on goose and goose got me this postmaster id,0,0.8999039
the ghostly child afar equal,1,0.90818006
in going to go with you,0,0.952839
your sleep is breaking,0,0.876026
bangladesh does not need people without rights,0,0.84515667
comedianspank where the hoes at shit u got em,1,0.857663
commonblackgiri bitch that ham on her face  racheldority,1,0.8633763
cuffablepisces tony room in my topqbs bitches,1,0.8647566
betteraretulips girls are fucking retarded my back started tramping up man its the double is,1,0.8666959
bixxhmakemerich if u ask me every bitch gayor i,1,0.91024685
blackangelo first time with  ll  yuhhhh we hit that he,1,0.9045025
the country,0,0.8871371
the name of the game,0,0.9487203
in going to play for the axilla,0,0.92394716
please help me to make this poor boys channel grow and fulfill his dream this is my couture channel,0,0.853323
such a beautiful language should be used in moves,0,0.8690232
how can i tell you that you are my mirror lets go panama today,0,0.8655416
i hope no one will say a bad word about the song and the victory,0,0.8655039
ill have a link to the photo,0,0.9076087
the film is directed by,0,0.89797753
a sicca aunt perfect but my heart is pure,1,0.87040937
a sicca got some crazy head last night,1,0.86862993
a sicca is hungry  as fuck,1,0.8952338
a sicca is hungry as fur,1,0.8969434
a sicca is hungry as hell,1,0.8927935
a sicca need a maid strip,1,0.88613194
a sicca say he ball ask em where his title n his deeds at not her his clothes n his keys at,1,0.870767
and brother its been weeks and you haven t seen the episode of the garden yet,0,0.9066903
see you later play✌✌,0,0.9004289
you see your sister,0,0.8909008
if women are not given such rights they will be buried in the grave or else they will be taken to life,0,0.88324577
the islamic world is not in the same place,0,0.89733124
she can get enough of his milk,0,0.886172
i heard about this movie when i was a kid,0,0.8920657
nothing is needed just a boss,0,0.91530913
amp he gone always be a he,1,0.9165519
"son of a bitch took my tic tact

i like this movie",1,0.90851104
all i anna do is get money and fuck model birches  russell summons,1,0.84742755
seniorprobs i probably wouldnt mind school as much if we didnt have to deal with bitch ass teachers between,1,0.8645989
axdemery in a fucking far they said,1,0.8734223
adorebellaaa have a ever asked your bitch for other birches  any voice yes,1,0.87281543
adorezoey how u gone bring or side bitch to a game where you know a of friends at   i swear,1,0.8486654
bitch fuck u  maybe you get better,1,0.92092675
it donkey cry some more it pacdagoat that a legal tackle maggot it pprichhill seriously,1,0.8527714
it dblockdeuce my face when birches expect me to care,1,0.8914526
it deon ahahah duport paperchaysin these hoes are for everyone,1,0.868948
it detroitsweets u gutta be retarded to skin class in college,1,0.8886932
it dfcuknawesum kirk aunt nothing but a bitch loveamphiphop,1,0.87935627
it dfkinlopes even at a young age these hoes aunt loyal,1,0.8840703
fire bitch,1,0.9080189
first game first play dat can fuck my bitch,1,0.8720633
first of all you my type of bitch,1,0.8860508
first off  fuck your bitch amp the click you claim,1,0.90276545
first thing she wit a next minute she against a like that he from the slippers,1,0.8566576
all the birches happy maybe one of his female friends can find him a bit,1,0.8702289
all the birches in shameless are straight bugoutsss,1,0.86232835
all the corns use the same effect on their pictures,1,0.88443863
all the fine birches i need all to hit me up my     guess the last,1,0.8737294
all the hoes know who i rock wit,1,0.87817955
all the hoes on loveandhiphop going to from,1,0.86994475
all the hatchet hoes on cecil b,1,0.85470724
this is what we need to do,0,0.88273203
is there a connection between am mustard canal and the italian,0,0.88091123
i know how many people in bangladesh have been so angry about this,0,0.84705096
may human lust is more,1,0.89000255
and the mothers children are like the people of the thanks pools,1,0.8784558
its impossible to make it possible,0,0.8722588
i want a beautiful mind a beautiful mind i can find,0,0.891012
they look like thieves while they condemn others,0,0.88190717
give never seen such a bad dream,0,0.9016886
that a great story,0,0.9243002
well last of the seven cutters is that,0,0.8532629
the smile of pharaoh is very sweet,0,0.89221877
lets vote please,0,0.8962824
why dont you put oil on your hair,0,0.8893903
the story is really good,0,0.93624276
my sister said my step mon is a count ltd i love my sister,1,0.86477363
my slap a bitch sense is coming,1,0.8713751
my stomach hurt like a bitch you,1,0.9255457
my taste in music goes from love song to pop that hussy bitch in like  seconds,1,0.8488773
my teacher called my mon us i was eating in class   fucking bitch,1,0.8966752
my two main wings and i chloetarantino,1,0.89395654
my palmar trees count as designer it stony these nights hoes in designer clothes,1,0.8468734
may lesions expression says it all it inkmyholebody this night is a fucking maggot,1,0.8757545
may it sbabylife the food aunt on run from you fat bitch,1,0.8928326
may it handsomeesco if u live wit a girl and u do dishes u a maggot,1,0.88461876
may it luvvst so none of you birches on my to dirty salad extradressing,1,0.8483055
may it moemartin to a cooked out nigger boy,1,0.90187454
may it checkmyaura rt malik that all it take  ma start lifting birches up after the club too,1,0.8814251
may birches is crazyafter reading the first sentence to itself just see how dumb you sound asidebitchmadethis,1,0.8833786
may drake is on some bullshit with serene williams allah she looks like a tyranny,1,0.85228807
it likejordangaf pity parties are trash amp i dont throw them,0,0.89232576
it lilybean and i thought i had a problem ores,0,0.88899916
it may when i make the paper ball into the trash can,0,0.8944618
it may when you eat food that too hot and start breathing like a retarded dragon,0,0.8720293
it loqueellassaben am a sea gentle que me did,0,0.8564153
and ponder panama ran is playing the video,0,0.8860302
the boy in the basket has money in his hand,0,0.8619221
these are nothing but fazzlamos,0,0.89364326
what do you see like a cow watching,0,0.90452063
what happened to you,0,0.9030943
no time to tell it is a plot by the and,0,0.900037
i mean if its not for said i don t have to watch it,0,0.8815358
the women cheating is very deadly,0,0.858112
your the only one who can do that so your doing it,0,0.8774214
in going to get a number,0,0.9361373
tell equal what will you need,0,0.9021966
oh my dear brother are you sitting and posting during the prayer,0,0.86220247
the pigs mouth is leaking,1,0.84558696
now,0,0.8672863
free media and intellectual property,0,0.85425365
you son of a bitch,1,0.9978048
your a little girl,1,0.92989093
you are a puppy,1,0.94431305
the devils kid afar equal,1,0.9068407
the bengal have been trash for like  weeks it seems,0,0.8464028
the bird is the word esurancesave,0,0.8586251
the birds and the bees,0,0.85420287
the boy who shot albany deer,0,0.8761846
the brownish i just made are a sin,0,0.8846415
the early bird gets the worm but the second mouse gets the cheese,0,0.87930393
i heard she pips hussy on the low,1,0.8511728
i heard them same hussy nights latin,1,0.86895835
i hit raw while in listening to propose,1,0.9150832
i hope i trip and fall into some hussy tunechi,1,0.8939741
i hope you all accidentally get a fat black bitch pregnant,1,0.8974519
i hope you get eye cancer bitch,1,0.9094399
i hope you realize that your both retarded,1,0.8965702
jacobryanbruhn kiss these nuts bitch,1,0.88860244
jacobbbacker far,1,0.88253033
jacobbbacker maggot,1,0.91149807
jacobbbacker you dont know shit about me maggot bitch,1,0.8851086
jacsonbevens markkiszla absolutely retarded article,1,0.8817276
jadegreenleaf dailysexsupply am i really a far if in liking that video,1,0.90264
jadegreenleaf far,1,0.8869158
jaibrooks maggot,1,0.89529717
causing upon,0,0.884442
you know who will lose it before you go to the field,0,0.90658236
everybody is ready i don t see why you shouldn t be ashamed of afghanistan,0,0.88105524
for the muslin the left side of the chest hurts like it is,0,0.9069456
i think that the muşfiq brother is a goodminded man,0,0.90506524
mushoffic ❤❤❤❤,0,0.91801006
the puppy was a real bad boy he should have been a bad boy for  years,0,0.8782815
the first stage of the programme is underway,0,0.8886846
how many times have i seen the tease before and how many more will i see if you can leave the movie on couture,0,0.8923869
the first is the story of the first,0,0.94593465
it will be released on couture when,0,0.87954664
i see it not there is no axilla manila,0,0.9072975
thank you for unloading the full movie,0,0.9302248
i am the best actress in bangladesh,0,0.91290474
i like to play in bangladesh but in hind i dont like to play so i left without seeing the old drama,0,0.89526117
i didn run everyone in this movie is very good thank you,0,0.8976595
shoe and share,0,0.9023961
you were a big king you were a yearold kid who was rapid like a king,1,0.90240973
why do you write so big if i die your responsible for the sin,1,0.8969017
didn you tell me about the guy who was with the american league,1,0.8872945
who telling you to write such a big story,0,0.8839034
in here to read your comments,0,0.915078
what is it that you call an intelligent where,1,0.8941919
i haven seen the fool but give seen the fool,1,0.89553386
you will remain a child of ordinary students for the rest of your life,1,0.8987465
mother toast are you on facebook,1,0.86691177
she a jerk her dad is a lot,1,0.9116417
my head is crying,0,0.8742307
the first of these is the,0,0.9528271
he went to the field to get a job as a traffic cop tomorrow,0,0.9078911
you are not going to get your hands dirty,0,0.87896574
this is a crazy kid who should be taken out with shoes photo educated barber or public school teacher,1,0.8837282
what do you think about who will lead the avail league after years of playing in the mother of causing junior youth league,1,0.8781872
haled is an educated magician,1,0.88069594
where is the prime minister and where is the party of the people,1,0.88245296
ill be that may rt koolassk markusa hussy,1,0.90474284
ill beat some hussy up right about now,1,0.88038605
ill break any bitch night down i dont care about your size,1,0.87659186
ill call u bitch for short,1,0.9075534
ill fuck a bitch real quick,1,0.92190516
ill get so much hussy,1,0.87787926
ill go to class the last  minutes of that he,1,0.8750142
ill have these birches having baby every week,1,0.89387304
ill keep all comments to myself about the ill just laugh about it with my figs,1,0.8725629
member when birches put le in front of everything you not foreign of,1,0.84563553
members of nontraditional religions are all subhuman trash,1,0.8466257
merry christmas birches,1,0.9024599
merry christmas to all all birches and hoes,1,0.85318184
mess ass hoes  aunt your fucking friend,1,0.889668
met a bad bitch from chicago my hat want cocked to,1,0.89780426
met a foreign bitch at wisely   she better call me,1,0.9054028
met this bitch online call her my be,1,0.9015564
slowdollaz photoshop my fig,1,0.89668065
slumlordlaffy bitch,1,0.92854106
smilesbakedthis are the guns for being a bad bitch,1,0.9039661
smokeesmb damn i just got called a he,1,0.9139121
smokeybahr go get that sum bitch,1,0.8830538
sotrippywhit remember that african bitch we used to work with at mi,1,0.88049173
iamtroyal like bitch and a gram,1,0.91321534
iamtroyal ll i would beat that he up,1,0.88149786
ibanexx misflame deathcorebabe i just dont anna get looked at funny when i say nigger in public,1,0.8592081
dome coldhearted basically any foams over a  ugly all dem birches look big long an floppy no,1,0.84718436
idosexwell mamijuuki baddiies ajukiwebster the nerve of these hoes,1,0.87683165
when nothing happened why did happy talk about ruble,0,0.87497294
a lick means a footstool in a packing shop,0,0.9074073
your lying its a rumor in a handsome part of my heart,0,0.89604414
in not a fan,0,0.9434618
there is no need to bury the body thank you,0,0.91500884
this girl will be the sister of the camera,0,0.88656884
who will be the mother of the children,0,0.86697114
hey ray bangladesh this was the shawl established in our greatness,0,0.91212
show me these jazz dramas,0,0.8804054
the last girl i found,0,0.8938204
thanks brother,0,0.9086528
thanks again for the picture of ruble,0,0.89928436
its so hard to say that shabbuns up so star took a picture with a heroine and a little girl named marya nail,0,0.85393476
i got a lot of days off,0,0.90998447
the chicken,0,0.9209132
nobody kills anyone the truth is there may be more such a flood but there will be no such actress,0,0.8867321
it was good before now i have to take a job to get tips,0,0.9017361
ill try it once before,0,0.89767945
raajans holy fuck frozen hussy you are crazy,1,0.8660661
rachhburkhart grow a pair hussy,1,0.9047119
rachhburkhart talking bout the retard your sitting on,1,0.88857
radaronline old count needs to die,1,0.8974825
radaronline to hell with the plasticassed bitch,1,0.9088281
ratchetandsassy  me he,1,0.8923687
ratedtfxrtaylor text me queer bait,1,0.9070991
if there is no sakibi bangladesh very well does win match rate,0,0.8488606
we want to resign from the sin,0,0.9118282
the following,0,0.8973185
i dont need to talk about  people ill have to think about tomorrow,0,0.90208185
i am surprised that the language of a popular news channel is so looked in the news,0,0.8803779
i love you so much,0,0.95176774
they been here so long,0,0.8827256
thank you very much,0,0.94534606
the face of sake is dirty,0,0.86128104
there is no blame on the ice all the blame is on the wrong people,0,0.89225566
who will be better if we call him first,0,0.9097824
i dont have a said alaskan because i play a crazy game called said i dont see now and miss you boss,0,0.90569985
if the ruble went away what would those who empty the ruble do,0,0.8771256
i had a lot of trouble that day,0,0.92709625
let the sins of the world be forgiven,0,0.8965883
the oppressed are the opponents,0,0.8810566
son is your wife coming,1,0.8631552
in not sure,0,0.99989235
the train is still running,0,0.9098625
the pigs children want to make the country like ran afghanistan give back the people power before the people,1,0.8662878
your the only one who can fuck you,1,0.88763916
in not a fucking motherfucker,1,0.9679448
in not sure what in saying,0,0.9685038
afar equal is a hundred percent false a thousand parts false a million parts false a core parts false,1,0.8937084
i read a dog biography that took a little time in my life i think this is the first time give wasted my precious time in sustain,1,0.9058341
his disciple only afar has been blaming the ideology of mirzafar,1,0.86515456
salt taper needs shoes to die in his face,0,0.87110436
brother shit a petya fish means tea fish,1,0.8799146
how many atheist do you have in the world,0,0.8949584
fucking kid your starting a business too,1,0.9043935
a naked woman jazz will be their shame shrimp have nothing to say,1,0.87522095
this is the first time that the children of the fan have been,0,0.8989047
they need to get the fuck killed,1,0.8886407
shall mitya air mamma is dead,0,0.8749706
your a good example of a man who has been out of slam like you are,0,0.90950954
the media gives more milk,0,0.88910705
the king will take the cup,0,0.9079696
its all the fault of the bob she must have taken money from india there nothing wrong with her so i salute her,0,0.9051506
i want to resign from the office and i want to bring back the team,0,0.9515756
it takes a trouble to see it piece by piece,0,0.88886356
let us all pray,0,0.88746965
its a matter of losing to india look at the situation with papa kaska,0,0.8844908
russell support is going to be great,0,0.8912603
zimbabwean players can play without money and our players behave like a prince,0,0.88363856
god guide you all,0,0.89837456
"badboysix ksteven 
here a go wetback eat this",1,0.91091615
badluckbella that ll fig,1,0.8903991
badnewsbridget ll far,1,0.8983396
baskgod ah its just crowned being a bitch night,1,0.8954871
bayjackson ll its a crew not actual hoes,1,0.92280215
chairs when you get famous in buying to art so me and my bitch can have dat shit all in da crib,1,0.87180805
bbluedreamm chriscruz hunglikerobby anna soft quit been a bitch i was telling hobby to stop god,1,0.87336904
bbluedreamm chriscruz hunglikerobby dont be a bitch then,1,0.90386516
salad has eaten connais,0,0.85732067
i dont understand how they are,0,0.92159224
the country is gone with the paris,0,0.9132201
brother you are a mad goat,1,0.9261445
its hard to catch allah as long as you catch him you understand,0,0.8911764
your not going to die,1,0.88112986
in a little tired but i can see it,0,0.8955949
this foggy kid if i could get close to handle foggy did rapid may falaiyat,1,0.88331574
this bastard boy must be hanged by the neck,1,0.90305394
shit should be shot dead,1,0.8847889
shall tahiiri is your brothers cut,0,0.87959445
you are a two day boy good man what a boy,0,0.91661376
if i could see you now i would have been lying to you,0,0.90763724
shoe and shoe,0,0.88864374
if your a child of the devil your not a motherfucker,1,0.8884786
a atheist is not born right,1,0.90056086
where does this brother stay,0,0.884565
those who criticize the lords are the sons of their fathers,0,0.866625
penza and wings birches,1,0.8578205
plaid short birches,1,0.9118309
play me about twice aye in a pyhscopathic count your dead,1,0.86331797
play hussy and get tucked,1,0.89640844
play some  fuck birches get money  music,1,0.86116105
play these hoes like the lottery,1,0.9044243
god is a god of the world and god is a god of the world,1,0.8794258
i want this cousin hanged,1,0.9306828
your mother is a bitch,1,0.91154087
the words meaning,1,0.8530836
i need to cut off that animals hand,1,0.9277216
in going to think,0,0.9295963
the shows kid is shot dead,1,0.85396326
your getting tucked by the american troops,1,0.86568385
you are the one who stole the gold,0,0.8986262
in thinking of you hot dear in how are you miss,1,0.88137895
i keep seeing hoes call other hoeshoes i be confused,1,0.8873024
i keep the saddest hoes stay fresh from head to toe,1,0.8669888
i keep these hoes in check until they bounce,1,0.8958287
i knew a new orleans fig would say something crazy ll,1,0.89753854
i no its upside down count,1,0.90271014
i know i talk a lot of shit but bitch best believe i can back that shit up,1,0.8636452
i know if i dont move out by next year my mon donna bitch at me the whole time i live with her,1,0.8625801
i know of nigger and birches,1,0.9051665
i know outback when i see outback he,1,0.897349
i was such a hussy back then ll like its crazy,1,0.89994967
i was with a bitch with a mustache for a year and a half utf is wrong pitch me,1,0.87103415
i was working hard as a bitch today i deserve a reward,1,0.9021438
i want born last night i know these hoes aunt right,1,0.91714346
i want born last night i know these hoes aunt right,1,0.91714346
i want born lastnight  i know these hoes aunt right,1,0.9148159
i want calling you a maggot but you are one ll,1,0.9183925
i watched one and a bitch holding the camera said all need to hurry up battery about to die nooooo,1,0.8786796
it dailysexsupply this how all the hoes donna be like tonight,1,0.8501662
it damianshughes gverch damn i hate being a huge pussy,1,0.8710087
it damiergenesis had all the birches on space going nuts,1,0.8803884
bigd too bad he a maggot,1,0.9118625
bigdaddysniper you far as too nigh,1,0.8883794
biglovemusic brush that wont happen cut i can see that big bitch or it before it strikes,1,0.8825898
bigquinnliam rjdiego did you get your volcano yet maggot,1,0.8856627
bigredots she polly got some bomb hussy too ll i hope hata,1,0.8556821
bigjim bitch,1,0.91841114
bigfinehorseee she gone eat that bitch,1,0.8740037
i anna go to the hetty club tonight,0,0.8890856
i was pulling for the redskins in that one,0,0.87523824
message so trash,0,0.8696629
cut ass nigh,1,0.8995568
cut its  how in killing these hoes,1,0.8624706
subscribe again,0,0.89995253
in not going to be able to get a good laugh,0,0.8791752
is it time for the public journalists,0,0.8705953
sonya da,0,0.88853776
you look like a bitch,1,0.9353445
the prophet of allah peace be upon him has never seen a person in the pilgrimage pool or a picture of a prophet of allah or a ran in which it is written that the prophet is a prophet,0,0.88383245
you bastard bastard bastard needs to rip your shoes off,1,0.89797163
your not going to be good in january,0,0.9048074
i want the fucking hussy,1,0.92287576
the first of these is the story of sera,0,0.9431194
the whole group of the dodd is the tetanic salary,0,0.89556473
it ssbeirne its a bird its a plane its a boat not its a flying human lakeerie le,0,0.88748205
it stephpaulus i have yet to master the art of eating a powdered dont without looking like i just left charlie sheets house,0,0.90984535
it steviegarcia here come wings soft sweets,0,0.8947238
it stoolpresidente if a tree falls in the woods and nobody is around does it make any noise if no blows away and only trash live the,0,0.8462426
it studio camps bids for most social christmas yet with follow the fairies campaign  le marketing,0,0.89331263
"it supercos peddoc cavemaninc carminezozzora db 
charlie understood  how to keep those percentage  lower",0,0.8808284
it sweetromance visionamd redeemed was once again birds of a feather,0,0.9034026
it sydswag buy me double stuffed ores and you can be my boyfriend,0,0.88665354
it tableninemutant so city lights is a charlie chaplain movie by hertzrumble  via wordpressdotcom,0,0.8609781
life a bitch and then a die that why we get high,1,0.8919519
light skin girls is the biggest hoes,1,0.89648974
light skin nigh,1,0.88989866
lighting my pretty ass up w them yellow stars ll,1,0.8830344
lightskins and spanish girls be acting like breaking nights hearts is a necessity stop being cruel bitch,1,0.86303264
like  hoes aunt gone be satisfied until some more bodies come up missing in hattiesburg  let me be the first to tell you,1,0.8603543
like hello my feet were clearly on the back of the desk bitch,1,0.87204444
i think its a copy of the movie,0,0.9182044
in telling you he a man who disrespects slam he should be deported from this country,0,0.8796135
i like it every time i see it,0,0.9264754
please unload photo of the film,0,0.9076487
for them the world is everything in the end i know what will happen,0,0.90625083
children film,0,0.8880703
arabic is not the language,0,0.89934844
wrong song wrong dance,0,0.8648113
devilgrimz ironic that he a trashcan because he holds trash everytime you two muddle burn,0,0.8482569
dietrich ill show up and hug a beer or,0,0.88458985
dinolich dont yell at me i love both of the evolutionary lines claudiavice despises the trash bodies,0,0.8477028
dizzybala god awful and that due is doran  eggplant black,0,0.8979023
"dolfyadolf 
all got bettah machinery fo dat danger be hetty",0,0.84873116
dylankwinnn should be going to free birds anyway,0,0.8766262
will thank a bitch for device,1,0.9046588
work  tydollasign gets me through those rough days havana hoes,1,0.84825027
"now you are a bitch 
 yes that already been established anything else you have to say",1,0.87302
to can i subject your hussy shitfahdsays,1,0.8635297
to feet smell like my pus  what  like flowers bitch  org,1,0.8653563
you aunt unna do shit spear chucked,1,0.8841734
it budahefner i like blowing loud wit bad birches,1,0.84907657
it budahefner it aunt no hoe in my blood,1,0.86526567
it budahefner roll up lets get high lets get high bitch,1,0.857969
it budapecanshellz this bitch needs to be ray rice,1,0.905655
it bullhunitproof brush said black girls hussy taste like attitudes and arguments ll,1,0.84896815
i saw it was really scar,0,0.91473085
in not sure,0,0.99999064
i saw a bengal movie a few days ago,0,0.916602
its beautiful,0,0.9370453
i like it,0,0.96892583
director of the film,0,0.90472305
give watched this video three times and its amazing to think this world is,0,0.9012766
i like it a lot,0,0.9375757
where does this guy come from,0,0.8860958
money can buy you love so i dont pay for no hussy,1,0.8653986
money first woman second but you hoes are last,1,0.8776394
money has bin on my mind lately so i think its time to leave the hoes alone and get with the program,1,0.86356544
money make birches fuck and nights steal,1,0.8486759
money only impresses broke birches,1,0.8873413
money over birches even though i love ladies,1,0.90496624
money hoes cars and clothes,1,0.8854189
okay ill stop being a bitch now maybe,1,0.91339743
of bitch ass look like she got a gobble head lilshwenda,1,0.9027666
old hoes get mad when you dont show them the attention they want,1,0.8570234
we are in the final with russell magic patting,0,0.9005686
in sorry for the little mistake,0,0.88430357
you see the street boy look like that,0,0.8708091
well have to share our sins,0,0.8620485
you won the battle,0,0.8867612
dad go on,0,0.86865234
now that great,0,0.89038485
your playing rich shit again,0,0.87065727
you see the picture of the children you see your a fucking bitch,1,0.8741158
from the day you play ill watch the game,0,0.9103714
if you resign everything will be fine,0,0.90205735
give got a bag of money with sir face,0,0.888244
i can even see the boy,0,0.91776323
they are going to leave their teeth because of you or because of you,0,0.8821896
all the money bangladesh has is given to crickets in the hands of their fathers money,0,0.86208135
media hasn ran is an extraordinary ball,0,0.9040309
bob chairman badly anal marya bob to end for his country,0,0.87103957
the indian child,0,0.9139102
try yes new water roasted tomatopotato sawdust cracked loaded with enough sodium as to make lots wife look savory only  a box,0,0.88283503
trying get to home like base to base to base closet looking like planet of the bathing apes,0,0.86089694
turn on the magic of colored light longexposure lightwriting,0,0.8893536
twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units,0,0.86175215
twinkled are so unwilling which is odd because they are filled,0,0.872135
twitter is trash,0,0.8606588
twitter little blue birds name is larry after celtic is larry bird stick ticket is two,0,0.87125796
two red bones kissing n da back seat,0,0.8885397
these trash,0,0.8696936
you are the best,0,0.93363106
the committee is in the shall of the people of the country,0,0.89809716
get the fuck out of here,1,0.90480024
the first is the first,0,0.9527833
you son of a bitch,1,0.99927986
his voice is beautiful but the bitch who wants to see the extreme deception,1,0.89852655
like them children of maolana need not be shelled by the enemies of ali auliyar,0,0.84950507
in not going to tell you anything,0,0.9641908
i can watch to at home for the girls,0,0.9125886
this salad shall not be eaten by the feet of his children,0,0.86116445
if your cousin falls in front of me ill send him to hell to put on shoes,1,0.90289116
in going to be a little bit more busy now,1,0.9211221
in the one who got the baby,1,0.9027454
this hero has made me crazy,1,0.88763636
you fucking kid is a fucking bitch,1,0.9329802
your best size is a milan,1,0.89607465
it was holders fault,1,0.86913455
maybe in the one maybe in the two maybe in the nigh that you call when your through,1,0.86393034
maybe if you weren such a conceited bitch more people would like you,1,0.85509145
maybe you should eat make so you can be pretty on the inside also bitch,1,0.8954263
me amp elizabeth are down birches,1,0.8818418
how you ran but can fetch bitch to it a music put the mid down brow,1,0.86288166
how you stay faithful in a room full of hoes,1,0.9053992
how you block birches on here,1,0.8929
how this bitch wearing high heals right now,1,0.87501776
how work bitch mdsaab,1,0.89018595
hugh neffer donna be on life support still getting hussy,1,0.8699641
hull all ouh muddy count it fcbarcelona six strikers set for the classic,1,0.85925645
humble personality not a he it lovemedarlingg  best nonphysical feature the opposite sex can have,1,0.86202097
hungry as jerkin lips,1,0.9066812
i hate all these industry bags i hope they all get the iberian summer fly,1,0.8564127
i hate baldheadass birches,1,0.89779586
i hate birches but ugly ardor fat birches are the worst,1,0.8884455
i hate birches that fish for compliments,1,0.89442176
i hate birches that have attitudes all the time,1,0.8902941
i hate birches that wear those face ass ray bank there only  stop being cheap,1,0.8726425
i hate birches who thinks everyone wants their nasty ass like no  your not cut,1,0.8661829
i hate birches with bad eyebrows,1,0.92805207
i hate birches with thick eyebrows,1,0.92353696
my advice of the day if your a trannygo fuck your self,1,0.86087483
my alarm clock should be  calling ll wake to ass up and get this money bitch,1,0.8490842
my aunt said in handsome fuck you hoes,1,0.89283526
my bad dawn that to he,1,0.8895257
my be said u birches watch all mouth may,1,0.89658004
pornandroidiphoneipadsexxxx  hairy  hairy hussy,1,0.9077342
pornandroidiphoneipadsexxxx  hairy  hairy hussy,1,0.9077342
pornandroidiphoneipadsexxxx  handjob  hand job and cum on rubber hussy,1,0.8906249
pornandroidiphoneipadsexxxx  italian  my baby hussy,1,0.90148497
auburnnn he,1,0.89236796
audit happy valentine day birches now play this while you get laid,1,0.8835538
august angina  hetty,1,0.8935857
austin is a funny nigh,1,0.90878516
autocorrect makes my how life change to hoes life what the duck,1,0.862399
awwwwww it tea that aunt my he,1,0.89207613
awwwwww they no keep aunt rape no bitch,1,0.8879794
it riverajustin its unattractive when girls act hetty,0,0.8638455
it et brown colored eyes are really blue under a layer of melanin,0,0.87426597
it legacy need some ice cream and ores,0,0.8814656
it matter larry bird,0,0.8675722
it chocgirl rich home and bird man gone be at mansion lan tonight,0,0.8553373
it lurking chris brown is trash,0,0.890818
so is trash,0,0.8841442
species of birds reported in chesterfield for the great backward bird count how many in your area,0,0.870971
species of birds reported in chesterfield for the great backward bird count how many in your area,0,0.870971
percent of the trash we dump in the sea is missing this is not a good thing,0,0.8901283
fdad thick yes,0,0.8996975
didn get to hit the slopes today but snowboarding lessons first thing in the morning excited,0,0.8576601
king king king  saudiasade sagittarius  trash,0,0.8795206
dis sicca dbscooch went in on dat i keep trying,0,0.87743425
dis sicca lame,0,0.8899336
i had a dumbass dr do that on a c i was just like this dumb bitch,1,0.8683094
i had liked this one bitch but she always was in some shit causing some fucking drama,1,0.86876947
i had the boldest side hoes come out to me i front of my girl nd start touching a nigh,1,0.8456001
i had to hug the block you birches just wave at it,1,0.89210254
i had to tell a bitch i want the loveeeee,1,0.9199832
i had to follow some crazy asia bitch earlier ll i dont play,1,0.8949097
i had back dick until i started missing with white hoes they stuck around amp let a young good practice on em,1,0.84795886
i hardly text back so these hoes love to phone me,1,0.9160825
i hate a  think she know how to out head type bitch foh,1,0.9106051
you are the devil,1,0.9236348
not a human child,1,0.9068123
this guy needs to be hanged like a son of a bitch,1,0.93596107
give him a kiss and he will be happy to see you again,1,0.91257703
and why should you go to your country,1,0.873927
your hussy is in my pocket,1,0.8720366
